Date,IOC,INDUSINDBK,TATASTEEL,NTPC,BPCL
2021-03-03,102.6,1099.75,777.15,112.7,466.35
2021-03-04,101.45,1091.95,757.95,110.8,463.9
2021-03-05,101.45,1039.9,733.3,108.7,461.8
2021-03-08,103.6,1018.25,737.25,110.55,466.7
2021-03-09,100.55,1024.8,706.75,109.5,445.9
2021-03-10,98.85,1039.85,724.5,109.65,445.5
2021-03-12,101.3,1022.65,719.95,109.1,457.55
2021-03-15,101.05,1038.65,736.4,110.5,460.55
2021-03-16,100.4,1034.7,724.05,109.55,453.85
2021-03-17,98.2,1008.95,704.4,106.55,432.05
2021-03-18,97.25,1002.8,704.85,103.8,426.9
2021-03-19,98.75,1011.9,733.0,108.5,432.95
2021-03-22,99.15,968.15,743.5,109.85,439.35
2021-03-23,96.75,990.05,741.15,108.65,436.5
2021-03-24,94.55,958.7,702.8,106.0,429.95
2021-03-25,90.9,957.8,723.15,103.0,418.95
2021-03-26,90.9,952.75,766.85,104.2,424.2
2021-03-30,91.55,961.05,800.0,107.7,430.8
2021-03-31,91.85,954.45,811.85,106.55,427.95
2021-04-01,93.15,993.3,863.05,107.9,437.4
2021-04-05,90.75,937.35,867.75,106.3,428.05
2021-04-06,91.15,927.25,862.85,106.05,428.1
2021-04-07,92.7,945.55,874.85,105.45,428.2
2021-04-08,92.95,934.9,918.4,105.0,430.55
2021-04-09,91.7,923.65,899.5,102.8,425.6
2021-04-12,87.0,844.4,851.55,99.05,403.95
2021-04-13,88.8,877.4,879.0,100.6,409.4
2021-04-15,90.1,858.35,898.2,101.35,404.85
2021-04-16,90.15,862.95,890.25,102.45,413.8
2021-04-19,88.1,832.0,888.05,99.05,408.75
2021-04-20,87.8,845.0,894.0,99.05,408.1
